from,to,cost
52784,57002,382.2564843588235
52784,57004,353.1771055230096
52784,57006,411.45589080937316
52784,57007,420.05994066507463
52784,57008,440.0195720872357
52784,57011,420.78684569206837
52784,57012,405.7191279339587
52784,57014,419.1410514857993
52784,57102,486.3735705096894
52784,57105,521.8701890851413
52784,57110,501.44595365621694
52784,57111,500.5672647974055
52787,52797,104.66664382497389
52787,52881,36.84472440299851
52787,52884,135.00466183520055
52787,52885,60.42712491213435
52787,52895,175.75283089646945
52787,52896,135.00856110536748
52787,52978,224.847431488614
52787,52980,142.21495108217255
52787,52981,175.26040083808903
52787,52982,200.94231198307997
52787,52983,187.15293878965144
52787,52984,182.46428741550395
52787,52985,202.3987354172079
52787,52986,222.59778542853616
52787,52988,217.52214472465144
52787,52993,259.69109763744166
52787,52995,238.97579076602935
52787,52996,279.73755993613634
52787,52998,259.5789688206408
52787,53821,400.58432151675396
52787,53829,469.5796067135113
52787,53906,316.5985270718136
52787,53908,305.7781049889486
52787,53915,386.9152741743343
52787,53917,362.1648344507815
52787,53923,456.4106545101475
52787,53924,488.3654872026391
52787,53925,421.38141347374926
52787,53926,451.6567654159339
52787,53927,403.73422369376476
52787,53928,428.34588612655585
52787,53930,462.8703532838649
52787,53934,483.7954222386977
52787,53935,531.4455886346922
52787,53937,489.73522779641524
52787,56071,293.55884036611326
52787,56074,363.32366946749926
52787,56080,244.9177398269702
52787,56081,281.6389246640478
52787,56082,297.137163049955
52787,56084,349.94807101550316
52787,56091,298.6254925340762
52787,56092,292.57687197563337
52787,56093,325.3520478476459
52787,56094,404.24287308975255
52787,56095,378.40077240442565
52787,56096,462.16407169850993
52787,56192,500.6909997877929
52787,57001,351.3900852529697
52787,57002,362.00954041189925
52787,57004,329.21928584037596
52787,57006,390.4991501948294
52787,57007,395.74185429751526
52787,57008,415.75457382656725
52787,57011,402.06209858613266
52787,57012,388.288818787225
52787,57014,398.6032927223753
52787,57102,462.8111252481097
52787,57105,497.0934176656834
52787,57110,479.08484882780465
52787,57111,479.2968094286446
52797,52881,80.4081239379722
52797,52884,92.82452122432653
52797,52885,85.75735386647276
52797,52895,88.08141589449615
52797,52896,70.69450701589913
52797,52978,259.7520808990132
52797,52980,150.46004029144822
52797,52981,177.4333586407009
52797,52982,194.48198720458467
52797,52983,146.10262014286596
52797,52984,194.42789472796312
52797,52985,206.2939837565916
52797,52986,202.13465853044622
52797,52988,203.65269211106494
52797,52993,190.33351853618734
52797,52995,185.29126795148332
52797,52996,218.46178257170916
52797,52998,228.60276464759804
52797,53821,297.2537384838485
52797,53829,369.1392796005312
52797,53906,237.8266664493725
52797,53908,242.56586550117822
52797,53915,296.765587523632
52797,53917,283.7647906488729
52797,53923,358.85267893604953
52797,53924,397.70678406916653
52797,53925,326.2734112228029
52797,53926,359.4476046051497
52797,53927,319.18120554960444
52797,53928,338.94495055852263
52797,53930,359.51345379415767
52797,53934,384.7008177389284
52797,53935,433.52703225436613
52797,53937,393.0672943041516
52797,56071,321.41293891780504
52797,56074,396.3517080768744
52797,56080,263.79972426396677
52797,56081,283.1865102695076
52797,56082,293.64939863303994
52797,56084,354.0605298840758
52797,56091,262.1159203106706
52797,56092,248.60437973208622
52797,56093,306.14057492393005
52797,56094,379.5954240490823
52797,56095,351.9253028155027
52797,56096,428.14205316884477
52797,56192,474.25415819590023
52797,57001,294.0556120779797
52797,57002,296.6861759376678
52797,57004,282.7980743590662
